Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
57	How many medals did Wang Zhiyi win in his early twenties ?	6	Wang Zhiyi	Badminton	"Wang Zhiyi

Personal Information
Birth Date
2000-4-29	

Birth Place
Shashi, Jingzhou	

Height
1.71 m	

Weight
65  kg	

Years Active

Handedness

Coach
Luo Yigang	

Country Representing: CHN
Sudirman Cup
Mixed team 	MedalGold | 2021 | Vantaa, MedalGold | 2023 | Suzhou

Uber Cup
Women's team 	MedalGold | 2020 | Aarhus, MedalGold | 2024 | Chengdu, MedalSilver | 2022 | Bangkok

Asian Games
Women's team	MedalSilver | 2022 | Hangzhou

Asian Championships
Women's singles 	MedalGold | 2022 | Manila, MedalGold | 2024 | Ningbo

Youth Olympic Games
Girls' singles	MedalSilver | 2018 | Buenos Aires

World Junior Championships
Mixed team	MedalGold | 2017 | Yogyakarta, MedalGold | 2018 | Markham
Girls' singles	MedalBronze | 2018 | Markham

Asian Junior Championships
Girls' singles	MedalGold | 2018 | Jakarta
Mixed team 	MedalGold | 2018 | Jakarta

"	Neutral	
69	Does Prannoy H. S. have more Bronze Medals than Gold Medals in Youth Olympic Games ?	No	Prannoy H. S.	Badminton	"Prannoy H. S.

Personal Information
Birth Date
1992-07-17	

Birth Place
Delhi	

Height
1.79 m	

Weight
73  kg	

Handedness
Right	

Years Active

Coach
Pullela Gopichand	

Career Record
276 wins, 184 losses	

Date Of Highest Ranking
29 August 2023	

Country Representing: IND
World Championships
Men's singles	MedalBronze | 2023 | Copenhagen

Thomas Cup
Men's team 	MedalGold | 2022 | Bangkok

Commonwealth Games
Mixed team	MedalGold | 2018 | Gold Coast

Asian Games
Men's team	MedalSilver | 2022 | Hangzhou
Men's singles	MedalBronze | 2022 | Hangzhou

Asian Championships
Men's singles 	MedalBronze | 2018 | Wuhan

Asia Mixed Team Championships
Mixed team 	MedalBronze | 2023 | Dubai

Asia Team Championships
Men's team 	MedalBronze | 2016 | Hyderabad, MedalBronze | 2020 | Manila

South Asian Games
Men's team 	MedalGold | 2016 | Guwahati
Men's singles 	MedalSilver | 2016 | Guwahati

Youth Olympic Games
Boys' singles	MedalSilver | 2010 | Singapore

World Junior Championships
Boys' singles 	MedalBronze | 2010 | Guadalajara

"	Neutral	
1003	Determine the number of instances where Gao Ning won a medal of a different color than the previous iteration of the same event.	10	Gao Ning		"Gao Ning

Personal Information
Birth Date
1982-10-11	

Birth Place
Xinji	

Height

Weight
0 kg	

Country Representing: SGP
Asian Games
Doubles	MedalBronze | 2014 | Incheon

Asian Championships
Doubles	MedalGold | 2012 | Macau, MedalBronze | 2013 | Busan
Mixed doubles	MedalSilver | 2012 | Macau

Asian Cup
Singles	MedalGold | 2007 | Hanoi, MedalSilver | 2010 | Guangzhou, MedalBronze | 2008 | Sapporo

Commonwealth Games
Team	MedalGold | 2010 | Delhi, MedalGold | 2014 | Glasgow
Doubles	MedalGold | 2014 | Glasgow, MedalSilver | 2010 | Delhi
Singles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi, MedalSilver | 2014 | Glasgow
Mixed doubles	MedalGold | 2018 | Gold Coast, MedalSilver | 2010 | Delhi

Southeast Asian Games
Singles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2011 | Jakarta, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur
Doubles	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur, MedalSilver | 2011 | Jakarta, MedalBronze | 2009 | Vientiane
Team	MedalGold | 2007 | Nakhon Ratchasima, MedalGold | 2009 | Vientiane, MedalGold | 2015 | Singapore, MedalSilver | 2017 | Kuala Lumpur
Mixed doubles	MedalSilver | 2007 | Nakhon Ratchasima, MedalSilver | 2009 | Vientiane, MedalSilver | 2011 | Jakarta

"		1119.0
65	In which year(s) did Darvis Patton win the highest number of medals during their career ?	2007	Darvis Patton	Sprint	"Darvis Patton

Personal Information
Birth Date
1977-12-04	

Birth Place
Dallas, Texas	

Height

Weight
0 kg	

Country Representing: USA
World Championships
4x100 m relay	MedalGold | 2003 | Paris, MedalGold | 2007 | Osaka
200 m	MedalSilver | 2003 | Paris

Pan American Games
100 m	MedalSilver | 2007 | Rio de Janeiro
4x100 m relay	MedalBronze | 2007 | Rio de Janeiro

"	Neutral	
59	How many medals did Christian Diener win in his late twenties ?	1	Christian Diener	Swimming	"Christian Diener

Personal Information
Birth Date
1993-6-3	

Birth Place
Cottbus	

Height
1.83 m	

Weight
85  kg	

Country Representing: GER
World Championships (SC)
50 m backstroke	MedalSilver | 2021 | Abu Dhabi

European Championships (LC)
200 m backstroke	MedalSilver | 2014 | Berlin
4x100 m medley	MedalBronze | 2018 | Glasgow

European Championships (SC)
4x50 m mixed medley	MedalGold | 2013 | Herning
50 m backstroke	MedalSilver | 2013 | Herning, MedalSilver | 2019 | Glasgow
4x50 m medley	MedalSilver | 2013 | Herning, MedalBronze | 2011 | Szczecin, MedalBronze | 2013 | Herning
100 m backstroke	MedalSilver | 2019 | Glasgow
200 m backstroke	MedalSilver | 2019 | Glasgow, MedalBronze | 2013 | Herning

Youth Olympic Games
4x100 m medley	MedalBronze | 2010 | Singapore

World Junior Championships
50 m backstroke	MedalGold | 2011 | Lima

European Junior Championships
50 m backstroke	MedalGold | 2011 | Belgrade
100 m backstroke	MedalGold | 2011 | Belgrade
200 m backstroke	MedalGold | 2011 | Belgrade
4x100 m medley	MedalSilver | 2011 | Belgrade

"	Neutral	
1006	Identify the number of times Deepika Kumari won medals in three consecutive iterations of an event, with the sequence being a bronze, followed by silver, and then gold medal.	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		2314.0
75	In which format did Áron Szilágyi win his/her first International medal ?	Team	Áron Szilágyi	Fencing	"Áron Szilágyi

Personal Information
Birth Date
1990-1-14	

Birth Place
Budapest	

Height
1.80 m	

Weight
78  kg	

Coach
András Decsi	
Béla Somlai, György Gerevich	

Country Representing: HUN
Olympic Games
Individual	MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro, MedalGold | 2020 | Tokyo
Team	MedalBronze | 2020 | Tokyo

World Championships
Team	MedalGold | 2007 | Saint Petersburg, MedalGold | 2023 | Milan, MedalSilver | 2016 | Rio de Janeiro, MedalSilver | 2017 | Leipzig, MedalSilver | 2019 | Budapest, MedalSilver | 2022 | Cairo, MedalBronze | 2009 | Antalya, MedalBronze | 2014 | Kazan, MedalBronze | 2018 | Wuxi
Individual	MedalGold | 2022 | Cairo, MedalBronze | 2013 | Budapest, MedalBronze | 2023 | Milan

European Games
Individual	MedalBronze | 2023 | Kraków

European Championships
Individual	MedalGold | 2015 | Montreux, MedalSilver | 2017 | Tbilisi, MedalBronze | 2011 | Sheffield
Team	MedalGold | 2018 | Novi Sad, MedalGold | 2022 | Antalya, MedalGold | 2024 | Basel, MedalSilver | 2013 | Zagreb, MedalSilver | 2019 | Düsseldorf, MedalBronze | 2015 | Montreux, MedalBronze | 2017 | Tbilisi

"	Neutral	
55	What is the average number of medals won by Bruno Fratus in one year ?	2	Bruno Fratus	Swimming	"Bruno Fratus

Personal Information
Coach
Michelle Lenhardt	

Birth Date
1989-6-30	

Birth Place
Macaé	

Height
1.87 m	

Weight
84  kg	

Country Representing: BRA
Olympic Games
50 m freestyle	MedalBronze | 2020 | SOG

World Championships (LC)
50 m freestyle	MedalSilver | 2017 | Budapest, MedalSilver | 2019 | Gwangju, MedalBronze | 2015 | Kazan
4x100 m freestyle	MedalSilver | 2017 | Budapest

Pan Pacific Championships
50 m freestyle	MedalGold | 2014 | Gold Coast
4x100 m freestyle	MedalBronze | 2014 | Gold Coast

Pan American Games
4x100 m freestyle	MedalGold | 2011 | Guadalajara, MedalGold | 2015 | Toronto, MedalGold | 2019 | Lima
4x100 m medley	MedalGold | 2011 | Guadalajara
50 m freestyle	MedalGold | 2019 | Lima, MedalSilver | 2011 | Guadalajara, MedalSilver | 2015 | Toronto

South American Games
50 m freestyle	MedalGold | 2014 | Santiago

South American Championships
4x100 m freestyle	MedalGold | 2012 | Belém
50 m freestyle	MedalSilver | 2012 | Belém
100 m freestyle	MedalSilver | 2012 | Belém

"	Neutral	
1004	Count the events where the Deepika Kumari won a gold medal in one iteration, win a lower medal in the next iteration, and then win a gold medal again in the following iteration?	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		1328.0
1003	Determine the number of instances where Sadriddin Saymatov won a medal of a different color than the previous iteration of the same event.	2	Sadriddin Saymatov		"Sadriddin Saymatov

Personal Information
Birth Date
1997-7-28	

Birth Place
	

Years Active

Height

Weight

Coach

Country Representing: UZB
Asian Games
Kumite 60 kg	MedalBronze | 2018 | Jakarta

Islamic Solidarity Games
Kumite 60 kg 	MedalGold | 2017 | Baku
Kumite 67 kg 	MedalGold | 2021 | Konya

Asian Championships
Kumite 60 kg 	MedalGold | 2019 | Tashkent, MedalSilver | 2017 | Astana, MedalBronze | 2018 | Amman
Kumite 67 kg 	MedalBronze | 2022 | Tashkent
Team kumite 	MedalBronze | 2022 | Tashkent

"		893.0
5	In which format(s) is Alessio Foconi most succesfull ?	Team	Alessio Foconi	Fencing	"Alessio Foconi

Personal Information
Birth Date
1989-11-22	

Birth Place
Rome	

Height
1.80 m	

Weight
80  kg	

Coach
Andrea Cipressa	
Giulio Tomassini	

Country Representing: ITA
World Championships
Team	MedalGold | 2017 | Leipzig, MedalGold | 2018 | Wuxi, MedalGold | 2022 | Cairo, MedalBronze | 2019 | Budapest
Individual	MedalGold | 2018 | Wuxi

European Games
Individual	MedalGold | 2015 | Baku
Team	MedalGold | 2023 | Kraków, MedalSilver | 2015 | Baku

European Championships
Individual	MedalGold | 2019 | Düsseldorf, MedalSilver | 2024 | Basel
Team	MedalGold | 2022 | Antalya, MedalGold | 2023 | Kraków, MedalSilver | 2018 | Novi Sad, MedalBronze | 2017 | Tbilisi, MedalBronze | 2019 | Düsseldorf, MedalBronze | 2024 | Basel

"	Neutral	
57	How many medals did Chen Chien-an win in his early twenties ?	5	Chen Chien-an	TableTennis	"Chen Chien-an

Personal Information
Birth Date
1991-06-16	

Birth Place
Hsinchu County	

Height
1.70 m	

Weight
72  kg	

Country Representing: TPE
World Championships
Doubles	MedalGold | 2013 | Paris
Mixed doubles	MedalSilver | 2017 | Düsseldorf
Team	MedalBronze | 2014 | Tokyo

Asian Games
Team	MedalBronze | 2014 | Incheon, MedalBronze | 2018 | Jakarta

Asian Championships
Team	MedalBronze | 2013 | Busan, MedalBronze | 2012 | Macau

"	Neutral	
30	In which year did Febriana Dwipuji Kusuma win his/her first Bronze Medals in the Girls' doubles World Junior Championships?	2018	Febriana Dwipuji Kusuma	Badminton	"Febriana Dwipuji Kusuma

Personal Information
Birth Date
2001-2-20	

Birth Place
Jember	

Height
1.63 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking
with 	

Country Representing: INA
Asia Team Championships
Women's team 	MedalGold | 2022 | Selangor, MedalBronze | 2024 | Selangor

SEA Games
Women's doubles	MedalGold | 2023 | Cambodia
Women's team	MedalSilver | 2023 | Cambodia

World Junior Championships
Mixed team	MedalGold | 2019 | Kazan, MedalBronze | 2018 | Markham
Girls' doubles	MedalSilver | 2019 | Kazan, MedalBronze | 2018 | Markham

Asian Junior Championships
Girls' doubles	MedalGold | 2018 | Jakarta
Mixed team 	MedalSilver | 2019 | Suzhou, MedalBronze | 2018 | Jakarta

"	Neutral	
55	What is the average number of medals won by Diego Elías in one year ?	1	Diego Elías	Squash	"Diego Elías

Personal Information
Birth Date
1996-11-19	

Birth Place
Lima	

Height

Weight
78 kg	

Coach
Jonathon Power	

Years Active

Date Of Highest Ranking
April 2023	

Country Representing: PER
British Open
Singles	MedalSilver | 2023 | Birmingham

Pan American Games
Singles	MedalGold | 2019 | Lima
Doubles	MedalBronze | 2019 | Lima

South American Games
Singles	MedalGold | 2018 | Cochabamba
Doubles	MedalGold | 2018 | Cochabamba
Team	MedalGold | 2018 | Cochabamba

World Junior Championships
Singles	MedalGold | 2015 | Eindhoven, MedalGold | 2014 | Windhoek

"	Neutral	
65	In which year(s) did Charlotte Dujardin win the highest number of medals during their career ?	2014, 2015	Charlotte Dujardin	Dressage	"Charlotte Dujardin

Personal Information
Birth Date
1985-07-13	

Birth Place
London Borough of Enfield	

Height
1.70 m	

Weight
61& kg	

Coach
Carl Hester	

Country Representing: GBR2
Olympic Games
Team dressage	MedalGold | 2012 | London, MedalSilver | 2016 | Rio de Janeiro, MedalBronze | 2020 | Tokyo
Individual dressage	MedalGold | 2012 | London, MedalGold | 2016 | Rio de Janeiro, MedalBronze | 2020 | Tokyo

World Equestrian Games
Spécial dressage	MedalGold | 2014 | Normandy, MedalBronze | 2018 | Tryon
Freestyle dressage	MedalGold | 2014 | Normandy
Team dressage	MedalSilver | 2014 | Normandy, MedalBronze | 2018 | Tryon
Team dressage 	MedalSilver | 2022 | Herning

European Dressage Championships
Team dressage	MedalGold | 2011 | Rotterdam, MedalGold | 2023 | Riesenbeck, MedalSilver | 2015 | Aachen, MedalSilver | 2021 | Hagen, MedalBronze | 2013 | Herning
Spécial dressage	MedalGold | 2013 | Herning, MedalGold | 2015 | Aachen
Freestyle dressage	MedalGold | 2013 | Herning, MedalGold | 2015 | Aachen, MedalBronze | 2023 | Riesenbeck
Individual dressage	MedalBronze | 2021 | Hagen
Special dressage	MedalBronze | 2023 | Riesenbeck

Dressage World Cup
Individual dressage	MedalGold | 2014 | Lyon, MedalGold | 2015 | Las Vegas

"	Neutral	
14	How many times has Mattias Falck won medals in Europe Top ?	1	Mattias Falck	TableTennis	"Mattias Falck

Personal Information
Birth Date
1991-9-7	

Birth Place
Karlskrona	

Height
1.91 m	

Weight
88  kg	

Country Representing: SWE
World Championships
Doubles	MedalGold | 2021 | Houston
Singles	MedalSilver | 2019 | Budapest
Team	MedalBronze | 2018 | Halmstad

European Games
Team	MedalSilver | 2019 | Minsk

European Championships
Doubles	MedalGold | 2022 | Munich, MedalSilver | 2012 | Herning, MedalSilver | 2018 | Alicante, MedalBronze | 2015 | Yekaterinburg, MedalBronze | 2016 | Budapest
Team	MedalGold | 2023 | Malmö, MedalSilver | 2011 | Gdansk, MedalBronze | 2019 | Nantes, MedalBronze | 2021 | Cluj
Mixed doubles	MedalSilver | 2016 | Budapest
Singles	MedalBronze | 2020 | Warsaw, MedalBronze | 2022 | Munich

Europe Top
Singles	MedalBronze | 2021 | Thessaloniki

"	Neutral	
68	Does Cameron Burrell have more Bronze Medals than Gold Medals ?	No	Cameron Burrell	Sprint	"Cameron Burrell

Personal Information
Birth Date
1994-09-11	

Birth Place
Houston, Texas	

Coach
Leroy Burrell	

Country Representing: United States
World Relays
4x100 m relay	MedalSilver | 2019 | Yokohama

Athletics World Cup
4x100 m relay	MedalGold | 2018 | London

NACAC Championships
100 m	MedalBronze | 2018 | Toronto
Long jump	MedalGold | 2015 | San José

Universiade
4x100 m relay	MedalSilver | 2017 | Taipei
100 m	MedalBronze | 2017 | Taipei

World Junior Championships
4x100 m relay	MedalGold | 2012 | Barcelona

Pan American Junior Championships
4x100 m relay	MedalGold | 2013 | Medellín

World Youth Championships
Medley relay	MedalGold | 2011 | Villneuve

"	Neutral	
1001	Count the different events in which Mark Lamsfuß improved his medal color in any later iterations of any tournament, including non-consecutive cycles	4	Mark Lamsfuß		"Mark Lamsfuß

Personal Information
Birth Date
1994-4-19	

Birth Place
Wipperfürth	

Height
1.86 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: GER
World Championships
Mixed doubles	MedalBronze | 2022 | Tokyo

European Championships
Men's doubles 	MedalGold | 2022 | Madrid, MedalSilver | 2021 | Kyiv
Mixed doubles 	MedalGold | 2022 | Madrid, MedalBronze | 2018 | Huelva, MedalBronze | 2021 | Kyiv

European Mixed Team Championships
Mixed team 	MedalSilver | 2019 | Copenhagen, MedalBronze | 2017 | Lubin, MedalBronze | 2021 | Vantaa, MedalBronze | 2023 | Aire

European Men
Men's team 	MedalBronze | 2016 | Kazan, MedalBronze | 2018 | Kazan, MedalBronze | 2024 | Łódź

European Junior Championships
Mixed doubles 	MedalBronze | 2013 | Ankara
Mixed team 	MedalBronze | 2013 | Ankara

"		405.0
64	Does Koki Niwa have more medals in their twenties as compared to their thirties ?	Yes	Koki Niwa	TableTennis	"Koki Niwa

Personal Information
Birth Date
1994-10-10	

Birth Place
Tomakomai, Hokkaido	

Height
1.62 m	

Weight
51& kg	

Country Representing: JPN
Olympic Games
Team	MedalSilver | 2016 | Rio de Janeiro, MedalBronze | 2020 | Tokyo

World Championships
Team	MedalSilver | 2016 | Kuala Lumpur, MedalBronze | 2012 | Dortmund, MedalBronze | 2014 | Tokyo
Doubles	MedalBronze | 2015 | Suzhou, MedalBronze | 2017 | Düsseldorf

World Cup
Team	MedalSilver | 2018 | London

Youth Olympic Games
Singles	MedalGold | 2010 | Singapore
Mixed Team	MedalGold | 2010 | Singapore

Asian Youth Games
Singles	MedalBronze | 2009 | Singapore

Asian Games
Doubles	MedalBronze | 2010 | Guangzhou, MedalBronze | 2014 | Incheon
Team	MedalBronze | 2010 | Guangzhou, MedalBronze | 2014 | Incheon

Asian Championships
Team	MedalSilver | 2009 | Lucknow, MedalSilver | 2012 | Macau, MedalSilver | 2013 | Busan
Mixed Doubles	MedalSilver | 2013 | Busan
Doubles	MedalBronze | 2009 | Lucknow, MedalBronze | 2013 | Busan, MedalBronze | 2017 | Wuxi
Singles	MedalBronze | 2017 | Wuxi

"	Neutral	
1004	Count the events where the Lee Kiefer won a gold medal in one iteration, win a lower medal in the next iteration, and then win a gold medal again in the following iteration?	2	Lee Kiefer		"Lee Kiefer

Personal Information
Birth Date
1994-6-15	

Birth Place
Cleveland	

Height
1.63 m	

Weight
49  kg	

Coach
Amgad Khazbak	

Country Representing: USA
Olympic Games
Individual	MedalGold | 2020 | Tokyo

World Championships
Team	MedalGold | 2018 | Wuxi, MedalSilver | 2017 | Leipzig, MedalSilver | 2022 | Cairo, MedalBronze | 2019 | Budapest
Individual	MedalBronze | 2011 | Catania, MedalBronze | 2022 | Cairo, MedalBronze | 2023 | Milan

Pan American Games
Individual	MedalGold | 2011 | Guadalajara, MedalGold | 2015 | Toronto, MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago
Team	MedalGold | 2011 | Guadalajara, MedalGold | 2019 | Lima, MedalGold | 2023 | Santiago, MedalSilver | 2015 | Toronto

Pan American Championships
Individual	MedalGold | 2010 | San José, MedalGold | 2011 | Reno, MedalGold | 2012 | Cancún, MedalGold | 2013 | Cartagena, MedalGold | 2014 | San José, MedalGold | 2015 | Santiago, MedalGold | 2016 | Panama City, MedalGold | 2017 | Montreal, MedalGold | 2018 | Havana, MedalGold | 2023 | Lima, MedalSilver | 2022 | Asunción
Team	MedalGold | 2010 | San José, MedalGold | 2011 | Reno, MedalGold | 2012 | Cancún, MedalGold | 2013 | Cartagena, MedalGold | 2014 | San José, MedalGold | 2015 | Santiago, MedalGold | 2016 | Panama City, MedalGold | 2017 | Montreal, MedalGold | 2018 | Havana, MedalGold | 2019 | Toronto, MedalSilver | 2022 | Asunción, MedalSilver | 2023 | Lima

"		1611.0
